name	translation	note	status
協力イベントとは	什么是协力活动	修复	done
とても強大なマスターレイドボスを皆で協力して撃破するイベントです。<br>１人では倒せないマスターレイドボスも協力すれば打ち勝てます！	是大家齐心协力击破非常强大的Master Raid Boss的活动。<br>即使是单人无法击败的Master Raid Boss，只要协力就能战胜！	修复	done
イベントの進め方	活动的推进方法	修复	done
マスターレイドボスの難易度を選び分身と戦います。皆が分身に与えたダメージはそのまま本体への<br>ダメージとなります。負けてしまってもダメージは与えることができます（ＢＰは消費されます）	选择Master Raid Boss的难度，与分身战斗。大家给予分身的伤害会直接成为对本体的伤害。即使战败也能给予伤害（BP会被消耗）。	修复	done
イベントの進め方２	活动的推进方法2	修复	done
撃破すると本体はＨＰがアップして復活！分身はＨＰとパラメータがアップし手強くなります！<br>強くなりますが協力ポイントが多く貰えます。バトルで負けた場合は分身のレベルが１下がります。	击破后，本体会提升HP并复活！分身的HP和属性参数也会提升，变得更棘手！<br>虽然变强了，但可以获得更多的协力点数。在战斗中失败时，分身的等级会下降1。	修复	done
イベントの進め方３	活动的推进方法3	修复	done
攻撃に参加した本体が撃破された時、分身を撃破、攻撃を行った時に削ったHPに比例して<br>協力ポイントが貰えます、本体撃破した時にはアイテムも貰えます。	当参与攻击的本体被击破时，根据击破分身、进行攻击时所削减的HP比例，<br>可以获得协力点数。击破本体时还可以获得道具。	修复	done
ミッションによる報酬の紹介	通过任务获得报酬的介绍	修复	done
協力ポイントを集めて限定聖装やアイテムを手に入れましょう！	收集协力点数来获得限定圣装和道具吧！	修复	done
イベント限定特効聖装紹介	活动限定特效圣装介绍	修复	done
イベント限定特効聖装はレイドボスに有利な属性！さらに協力ポイントが多く貰えます！<br>入手したら編成してイベントを有利に進めましょう。	活动限定特效圣装拥有对Raid Boss有利的属性！还能获得更多协力点数！<br>获得后请进行编成，让活动更有利地进行。	修复	done
SR限定聖装の強化	SR限定圣装的强化	修复	done
限定聖装SRシャロン[スイーツドラゴニア]はミッションをクリアする事で複数入手できます。<br>アビリティLvアップや、聖装Lv上限開放、萌技のLvアップに使おう！	限定圣装SR夏隆[甜点龙人族]可通过完成任务获得多个。<br>用于提升能力Lv、开放圣装Lv上限、提升萌技Lv吧！	修复	done
聖装ストーリー	圣装故事	修复	done
イベントミッションをクリアしていくとプレゼントを多く貰えます！	通关活动任务可以获得更多礼物！	修复	done
イベントの進め方１	活动的推进方法1	修复	done
攻撃に参加した本体が撃破された時、分身を撃破、攻撃を行った時に削ったHPに比例して<br>協力ポイントが貰えます、本体を撃破した時にはアイテムも貰えます。	当参与攻击的本体被击破时，根据击破分身、进行攻击时所削减的HP比例，<br>可以获得协力点数。击破本体时还可以获得道具。	修复	done
マスターレイドボスのHPゲージ	Master Raid Boss的HP槽	修复	done
マスターレイドボスのレベルが上がると最大HPも上昇します。<br>なおHPゲージはレベルに関わらず一万分割されます。	Master Raid Boss的等级上升时，最大HP也会上升。<br>此外，HP槽不论等级如何，都会被分割成一万份。	修复	done
分身に向けて発動する、一部スキルの性質が変わっています。これらの特性を見極めて パーティー編成をすれば、今まで勝てなかったレイドボスにも勝てるようになるかもしれません。	面向分身发动的部分技能的性质发生了变化。如果能看清这些特性并进行编队，或许就能战胜之前无法战胜的Raid Boss。	修复	done
ヒート状態になると分身の攻撃がさらに強力になりますが、諦めずに攻撃を続けましょう。<br>ダウン状態になれば、攻撃のチャンスです。	进入Heat状态后分身的攻击会变得更加强力，但请不要放弃，继续攻击。<br>一旦进入Down状态，就是攻击的机会。	修复	done
ミッションで獲得できるSR限定聖装は、2つ目以降開花の輝石に変換されます。<br>輝石を使って萌技やアビリティLvの上昇、聖装Lv上限開放を行いましょう！	通过任务获得的SR限定圣装，从第二件起会转换为开花的辉石。<br>使用辉石来提升萌技和能力Lv、开放圣装Lv上限吧！	修复	done
聖装ストーリーを開放していくと、その聖装のパラメータが強化されます。	开放圣装故事后，该圣装的属性参数会得到强化。	修复	done
マスターレイドボスを皆で協力して撃破するイベントです。本体が撃破された時、分身を撃破、<br>攻撃で削ったHPに比例して協力ポイントが貰え、本体撃破した時にはアイテムも貰えます。	是大家齐心协力击破Master Raid Boss的活动。当本体被击破时，根据击破分身、<br>攻击所削减的HP比例可以获得协力点数，击破本体时还可以获得道具。	修复	done
ダメージやポイントが倍化可能！	伤害和点数可以加倍！	修复	done
倍化ボタンを選択すると、獲得ポイントとボスに与えたダメージと経験値が倍化されます。<br>出撃に必要なBPは倍率に応じて増加します。	选择倍增按钮后，获得的点数、给予Boss的伤害和获得的经验值会倍增。<br>出击所需的BP会根据倍率增加。	修复	done
ミッションで獲得できるSR限定聖装は、2つ目以降開花の輝石に変換されます。<br>輝石を使って萌技やアビリティLvの上昇、聖装Lv上限開放を行いましょう！	通过任务获得的SR限定圣装，从第二件起会转换为开花的辉石。<br>使用辉石来提升萌技和能力Lv、开放圣装Lv上限吧！	修复	done
協力ポイントによる報酬の紹介	通过协力点数获得报酬的介绍	修复	done
協力ポイントを集めて限定聖装やアイテムを手に入れましょう！<br>ミッションは協力ポイントの累計でクリアできます。	收集协力点数来获得限定圣装和道具吧！<br>任务可通过协力点数的累计来达成。	修复	done
「冥王のご褒美箱」とは	「冥王的奖励箱」是什么	修复	done
協力ポイントを消費して「冥王のご褒美箱」からアイテムを獲得することができます。<br>手に入れたアイテムは「ギフト」に送られます。	消耗协力点数可以从「冥王的奖励箱」中获得道具。<br>获得的道具会发送到「礼物」中。	修复	done
「冥王のご褒美箱」の特徴	「冥王的奖励箱」的特征	修复	done
箱からアイテムを獲得すると、そのアイテムは箱から無くなります。<br>箱からアイテムを取り出し続けると、最終的に箱の中身は空となります。	从箱子中获得道具后，该道具会从箱子中消失。<br>持续从箱子中取出道具，最终箱子的内容物会变空。	修复	done
中身を更新する	更新内容物	修复	done
任意のタイミングで次の箱の開封に移行することができます。<br>更新すると、前の箱の中身は獲得できなくなるのでご注意ください。	可以在任意时刻转移到下一个箱子的开封。<br>请注意，更新后将无法获得前一个箱子的内容物。	修复	done
豪華報酬が登場	豪华报酬登场	修复	done
箱の中身を取り出すのに必要なポイントは箱を更新すると徐々に増加します。	取出箱子内容物所需的点数在更新箱子后会逐渐增加。	修复	done
ランキングはイベント中定期的に更新され、終了時に確定します。<br>上位入賞者にはただその結果のみが栄誉として与えられます。	排名在活动期间定期更新，并在活动结束时确定。<br>对于排名靠前的获奖者，仅授予该结果作为荣誉。	修复	done
協力ポイントを集めて、イベント特効聖装やアイテムを手に入れましょう！<br>ミッションは協力ポイントの累計でクリアできます。	收集协力点数来获得活动特效圣装和道具吧！<br>任务可通过协力点数的累计来达成。	修复	done
イベント特効聖装紹介	活动特效圣装介绍	修复	done
イベント特効聖装はレイドボスに有利な属性！さらに協力ポイントが多く貰えます！<br>入手したら編成してイベントを有利に進めましょう。	活动特效圣装拥有对Raid Boss有利的属性！还能获得更多协力点数！<br>获得后请进行编成，让活动更有利地进行。	修复	done
SRイベント聖装の強化	SR活动圣装的强化	修复	done
ミッションで獲得できるSRイベント聖装は、、2着目以降から開花の輝石に変換されます。<br>輝石を使って萌技やアビリティLvの上昇、聖装Lv上限開放を行いましょう！	通过任务获得的SR活动圣装，从第二件起会转换为开花的辉石。<br>使用辉石来提升萌技和能力Lv、开放圣装Lv上限吧！	修复	done
冥王レベルのデザインが豪華に！	冥王等级的设计变得豪华！	修复	done
難易度毎に飾りは異なり、重ねることが可能です。<br>飾りは次回の協力イベント開始までユーザー情報やホームに表示されます。	每个难度的装饰不同，且可以叠加。<br>装饰会一直显示在用户信息和Home中，直到下一次协力活动开始。	修复	done
「復刻：森に輝く漆黒のダイヤ　カゴいっぱいに森の実りを」のあらすじです。	是「复刻：森林中闪耀的漆黑钻石　满篮森林的恩惠」的剧情概要。	修复	done
報酬の紹介	报酬介绍	修复	done
協力ポイントを集めて、イベント特効聖装やアイテムを手に入れましょう！<br>※聖片や記念品はミッション報酬で手に入ります。	收集协力点数来获得活动特效圣装和道具吧！<br>※圣片和纪念品可通过任务报酬获得。	修复	done
交換所で獲得できるSRイベント聖装は、、2着目以降から開花の輝石に変換されます。<br>輝石を使って萌技やアビリティLvの上昇、聖装Lv上限開放を行いましょう！	在交换所获得的SR活动圣装，从第二件起会转换为开花的辉石。<br>使用辉石来提升萌技和能力Lv、开放圣装Lv上限吧！	修复	done
マスターレイドボスへのダメージ表示	对Master Raid Boss的伤害显示	修复	done
マスターレイドボスへダメージを与えた際に、口上と共にオンラインの仲間へダメージが表示されます。明るく楽しい口上で盛り上がりましょう！	对Master Raid Boss造成伤害时，会与口上一同向在线的伙伴显示伤害。用明亮愉快的口上让气氛热烈起来吧！	修复	done
「復刻：冥界のスイーツ★クイーン！」のあらすじです。	是「复刻：冥界的甜点★女王！」的剧情概要。	修复	done
学園で訓練をすると消費APに関わらず必ず１つ「世界樹の落し物」が獲得できます。<br>「開封」すると、「万聖のキャンディ」を獲得できます。	在学园进行训练时，不论消耗AP多少，必定能获得1个「世界树的掉落物」。<br>「开封」后，可以获得「万圣糖果」。	修复	done
イベントの遊び方その１	活动的玩法其一	修复	done
「消費AP」が多いほどレアリティの高い「世界樹の落とし物」が入手しやすくなります。<br>※消費APが36以上では入手確率の変化はありません	「消耗AP」越多，越容易获得稀有度更高的「世界树的掉落物」。<br>※消耗AP在36以上时，获得概率不再变化。	修复	done
イベントの遊び方その２	活动的玩法其二	修复	done
「即時開封券」を使用すると時間経過を待たずに開封できます。<br>「即時開封券」は午前0時に1枚自動で獲得し、最大3枚まで溜めることができます。	使用「即时开封券」可以不等待时间经过直接开封。<br>「即时开封券」会在凌晨0点自动获得1张，最多可累积3张。	修复	done
「万聖のキャンディ」を集めてショップで報酬と交換できます。<br>イベント特効聖装やアイテムを手に入れましょう！	收集「万圣糖果」可以在商店交换报酬。<br>获得活动特效圣装和道具吧！	修复	done
イベント特効聖装は所持しているだけで開封時に「万聖のキャンディ」が多く貰えます！	只要持有活动特效圣装，开封时就能获得更多的「万圣糖果」！	修复	done
交換所で獲得できるSRイベント聖装は、2着目以降から開花の輝石に変換されます。<br>輝石を使って萌技やアビリティLvの上昇、聖装Lv上限開放を行いましょう！	在交换所获得的SR活动圣装，从第二件起会转换为开花的辉石。<br>使用辉石来提升萌技和能力Lv、开放圣装Lv上限吧！	修复	done
「復刻：アイリスたちの学園祭！」のあらすじです。	是「复刻：爱丽丝们的学园祭！」的剧情概要。	修复	done
学園で訓練をすると消費APに関わらず必ず１つ「世界樹の落し物」が獲得できます。<br>「開封」すると、「ラビリントルテ」を獲得できます。	在学园进行训练时，不论消耗AP多少，必定能获得1个「世界树的掉落物」。<br>「开封」后，可以获得「迷宫蛋糕」。	修复	done
「ラビリントルテ」を集めてショップで報酬と交換できます。<br>イベント特効聖装やアイテムを手に入れましょう！	收集「迷宫蛋糕」可以在商店交换报酬。<br>获得活动特效圣装和道具吧！	修复	done
イベント特効聖装は所持しているだけで開封時に「ラビリントルテ」が多く貰えます！	只要持有活动特效圣装，开封时就能获得更多的「迷宫蛋糕」！	修复	done
「勇者と魔王、運命の出会い！？」のあらすじです。	是「勇者与魔王，命运般的相遇！？」的剧情概要。	修复	done
ミッションで獲得できるSRイベント聖装は、2着目以降から開花の輝石に変換されます。<br>輝石を使って萌技やアビリティLvの上昇、聖装Lv上限開放を行いましょう！	通过任务获得的SR活动圣装，从第二件起会转换为开花的辉石。<br>使用辉石来提升萌技和能力Lv、开放圣装Lv上限吧！	修复	done
ダメージアタックの進め方	伤害攻击的推进方法	修复	done
ダメージアタックボスの属性を選び戦います。1日1回、各属性のボスにダメージを与えることが<br>できます。ダメージを与えた際に、ダメージ量に応じた冥界モチバナを獲得できます。	选择伤害攻击Boss的属性进行战斗。每天可以对各属性的Boss给予1次伤害。<br>给予伤害时，可以根据伤害量获得冥界团子花。	修复	done
ダメージアタックの進め方2	伤害攻击的推进方法2	修复	done
バトル終了時に、与えるダメージを確定するか選ぶことができます。確定しなければそのバトルは<br>なかったことになり、再度挑戦することができます。バトルで負けた場合でも確定できます。	战斗结束时，可以选择是否确定给予的伤害。如果不确定，则该次战斗视为无效，可以再次挑战。即使战斗中失败，也可以确定。	修复	done
通常バトルとは異なるスキル	与通常战斗不同的技能	修复	done
ボスに向けて発動する、一部スキルの性能が変わっています。これらの特性を見極めて、より大きなダメージを与えられるパーティーを編成しましょう。	面向Boss发动的部分技能的性能发生了变化。请看清这些特性，编成能造成更大伤害的编队。	修复	done
ランキングはイベント中定期的に更新され、終了後に確定します。<br>上位入賞者にはただその結果のみが栄誉として与えられます。	排名在活动期间定期更新，并在活动结束后确定。<br>对于排名靠前的获奖者，仅授予该结果作为荣誉。	修复	done
「復刻：鍛えてピュアハート！　ザ・デイ・オブ・ホワイト」のあらすじです。	是「复刻：锻炼纯真之心！白色之日」的剧情概要。	修复	done
「復刻：跳んで走って投げて！ チャレンジ！初めての体育祭」のあらすじです。	是「复刻：跳吧跑吧投吧！挑战！第一次的体育祭」的剧情概要。	修复	done
「復刻：心を合わせて願う星 想い、世界樹に届け！」のあらすじです。	是「复刻：同心许愿的星辰　心意，传达给世界树！」的剧情概要。	修复	done
「復刻：バカンス？いいえ水練です！　泳げないなら水の上を歩けばいいじゃない」のあらすじです。	是「复刻：度假？不，是游泳练习！　不会游泳的话在水上走不就好了」的剧情概要。	修复	done
挑戦レベル選択	挑战等级选择	修复	done
レベルボタン選択でレベル選択画面が表示されます。<br>難易度毎にスキップパス必要数が異なります。	选择等级按钮会显示等级选择画面。<br>每个难度所需的跳过券数量不同。	修复	done
分身を撃破すると挑戦可能なレベルが上ります。<br>高いレベルほどパラメーターがアップし手強くなり、協力ポイントが多く貰えます。	击破分身可以提高可挑战的等级。<br>等级越高，属性参数提升越棘手，但可以获得更多的协力点数。	修复	done
「復刻：勇者と魔王、運命の出会い！？　世界と天秤にかけるもの」のあらすじです。	是「复刻：勇者与魔王，命运般的相遇！？　放上天秤与世界比较之物」的剧情概要。	修复	done
「復刻：最強の冬の敵、襲来！　冬季特別訓練のお知らせ」のあらすじです。	是「复刻：最强冬之敌，来袭！　冬季特别训练通知」的剧情概要。	修复	done
「復刻：水の大精霊にお願い！　アナスチガルが与える試練！？」のあらすじです。	是「复刻：拜托了水之大精灵！　安娜丝奇卡尔给予的试炼！？」的剧情概要。	修复	done
ダメージアタックの進め方1	伤害攻击的推进方法1	修复	done
ダメージアタックの進め方3	伤害攻击的推进方法3	修复	done
それぞれのボスは特定の属性・スキル特性・攻撃タイプに対して弱点を持っています。<br>相性有利なスキルやアイリスを使用することで、より高いダメージを与えられます。	每个Boss都对特定的属性、技能特性、攻击Type拥有弱点。<br>通过使用相性有利的技能或爱丽丝，可以造成更高的伤害。	修复	done
ボスに向けて発動する、一部スキルの性能が変わっています。<br>これらの特性を見極めて、より大きなダメージを与えられるパーティーを編成しましょう。	面向Boss发动的部分技能的性能发生了变化。<br>请看清这些特性，编成能造成更大伤害的编队。	修复	done
「復刻：本を作って売る祭り！？　「好き」をカタチにしよう！」のあらすじです。	是「复刻：制作并贩卖书籍的祭典！？　将『喜欢』化为有形吧！」的剧情概要。	修复	done
報酬回収ミッション	报酬回收任务	修复	done
一定レベルのマスターレイドボス出現中に1度も攻撃ができなかった場合、報酬回収ミッションが出現します。ミッションクリアで固定報酬を獲得できます。	当一定等级的Master Raid Boss出现期间一次攻击都没能进行时，会出现报酬回收任务。完成任务可获得固定报酬。	修复	done
「復刻：夢とやる気をカタチに　樹理学園に新たな部活誕生！」のあらすじです。	是「复刻：将梦想与干劲化为有形　树理学园新社团诞生！」的剧情概要。	修复	done
「復刻：秋の河原で鍋を作ろう！　炊き出しでみんな笑顔に」のあらすじです。	是「复刻：在秋天的河边做火锅吧！　用炊煮让大家都露出笑容」的剧情概要。	修复	done
分身秘級について	关于分身秘级	修复	done
分身秘級は分身絶級を大きく上回る難易度です。<br>強力なレイドボスを相手にどこまでクリアできるか挑戦してみましょう。	分身秘级是远超分身绝级的难度。<br>面对强大的Raid Boss，试着挑战自己能通关到哪里吧。	修复	done
「復刻：岩から出てきたケモミミ様！　封印のお札を貼るお仕事」のあらすじです。	是「复刻：从岩石里出来的兽耳大人！　张贴封印符咒的工作」的剧情概要。	修复	done
イベント特効聖装はイベントポイントが多く貰えます！<br>入手したら編成してイベントを有利に進めましょう。	活动特效圣装可以获得更多的活动点数！<br>获得后请进行编成，让活动更有利地进行。	修复	done
イベント特効聖装紹介２	活动特效圣装介绍2	修复	done
冥界フェスドリンク	冥界祭饮品	修复	done
ミッション報酬やショップ交換などイベント内で獲得できる特殊な新アイテム「冥界フェスドリンク」を使ってレイドボス（分身）バトルを有利に進めよう！	使用可以在任务报酬、商店交换等活动内获得的特殊新道具「冥界祭饮品」，让Raid Boss（分身）战斗变得更有利吧！	修复	done
ミニゲーム開放	小游戏开放	修复	done
ミニゲーム「アシュリーは憤怒した」が開放されました。<br>イベントTOPに行ってみましょう！	小游戏「阿修莉愤怒了」已开放。<br>去活动TOP看看吧！	修复	done
イベント開放	活动开放	修复	done
シナリオを全てクリアしたので<br>協力イベントと防衛イベントが開放されました。<br>イベントTOPに行ってみましょう！	由于已通关全部剧情，<br>协力活动和防卫活动已开放。<br>去活动TOP看看吧！	修复	done
防衛戦のパーティーについて	关于防卫战的编队	修复	done
防衛戦では、アイリス4人と砂の城で編成された特殊なパーティーで戦います。<br>使用するパーティーは出撃編成と奈落編成のパーティーの中から選択可能です。	在防卫战中，使用由4名爱丽丝和沙之城编成的特殊编队进行战斗。<br>可使用的编队可从出击编队和奈落编队中选择。	修复	done
防衛戦の戦い方	防卫战的战斗方法	修复	done
敵チームのエネミーと砂の城のHPが0になると、次のターンにさらに強くなって復活します。<br>繰り返しエネミーと砂の城を倒して撃破数を伸ばしましょう。	当敌方队伍的敌人和沙之城的HP变为0时，会在下一回合变得更强并复活。<br>反复打倒敌人和沙之城来增加击破数吧。	修复	done
砂の城の特徴	沙之城的特点	修复	done
砂の城には状態異常や補助効果は付与できませんが、HPの回復は可能です。味方チームの砂の城のHPが0になると防衛失敗で敗北となりますので、注意をしながら戦いましょう。	无法对沙之城赋予状态异常或辅助效果，但可以回复HP。如果己方队伍的沙之城HP变为0，则会防卫失败并败北，请注意战斗。	修复	done
スコアの計算について	关于分数的计算	修复	done
10ターンのあいだ味方チームの砂の城が壊されずに持ちこたえると防衛成功です。<br>エネミーと砂の城の撃破数や、選択した難易度などをもとにスコアとグレードが決まります。	如果在10回合内己方队伍的沙之城未被破坏并坚持下来，则防卫成功。<br>分数和等级将根据敌人和沙之城的击破数、选择的难度等来决定。	修复	done
ランキングはイベント中に確定したスコアの中で最も高いスコアをもとに定期的に更新され、終了時に確定します。上位入賞者にはただその結果のみが栄誉として与えられます。	排名会根据活动期间已确定分数中的最高分数定期更新，并在活动结束时确定。对于排名靠前的获奖者，仅授予该结果作为荣誉。	修复	done
防衛戦について	关于防卫战	修复	done
防衛戦ではアイリス4人とハデス城で編成された特殊なパーティーで戦います。<br>使用するパーティーは出撃編成パーティーの中から選択可能です。	在防卫战中，使用由4名爱丽丝和哈迪斯城编成的特殊编队进行战斗。<br>可使用的编队可从出击编队中选择。	修复	done
敵チームのエネミーとハデス城のHPが0になると、次のターンにさらに強くなって復活します。	当敌方队伍的敌人和哈迪斯城的HP变为0时，会在下一回合变得更强并复活。	修复	done
ハデス城の特徴	哈迪斯城的特点	修复	done
ハデス城には状態異常や補助効果は付与できませんが、HPの回復は可能です。<br>10ターンの間、味方チームのハデス城が壊されずに持ちこたえると防衛成功です。	无法对哈迪斯城赋予状态异常或辅助效果，但可以回复HP。<br>如果在10回合内己方队伍的哈迪斯城未被破坏并坚持下来，则防卫成功。	修复	done
防衛イベントとは	什么是防卫活动	修复	done
防衛戦は10ターンの間、味方を砂の城を守りきるバトルです。<br>敵の砂の城やエネミーの撃破などによりクリア時のスコアが上がります。	防卫战是在10回合内守护己方沙之城的战斗。<br>通过击破敌方的沙之城或敌人等，可以提高通关时的分数。	修复	done
防衛イベントとは２	什么是防卫活动2	修复	done
スコアを確定できるのは1日1回のみ！毎日スコアを確定して報酬をゲットしましょう！<br>スコア確定状況は毎日0時リセットされます。	每天只能确定1次分数！每天确定分数来获得报酬吧！<br>分数确定状态会在每天0点重置。	修复	done
スコア確定時のイベントポイントが多く貰えます！<br>入手したら編成してイベントを有利に進めましょう。	确定分数时可以获得更多的活动点数！<br>获得后请进行编成，让活动更有利地进行。	修复	done
「復刻：アナ先生の学生体験記　放課後乙女剣士との青春」のあらすじです。	是「复刻：安娜老师的学生体验记　与放学后少女剑士的青春」的剧情概要。	修复	done
「空飛ぶサッメと大バトル　海の家のヘルプに来ました！」のあらすじです。	是「与飞天鲨鱼的大激战　来海边小店帮忙啦！」的剧情概要。	修复	done
全体配布報酬	全体发放报酬	修复	done
イベント終了後にマスターレイドボスのレベルに応じて報酬を配布します。<br>集計を行うため後日配布を行います。	活动结束后，将根据Master Raid Boss的等级发放报酬。<br>由于需要统计，报酬将在日后发放。	修复	done
イベント&ミニゲーム開放	活动&小游戏开放	修复	done
協力イベント、防衛イベント<br>ミニゲーム「クルちゃんトップアイドルへの道」が開放されました。<br>イベントTOPに行ってみましょう！	协力活动、防卫活动<br>小游戏「库尔酱成为顶级偶像之路」已开放。<br>去活动TOP看看吧！	修复	done
アイリス応援グッズ	爱丽丝应援用品	修复	done
防衛戦は10ターンの間、味方の拠点を守りきるバトルです。<br>敵の拠点やエネミーの撃破などによりクリア時のスコアが上がります。	防卫战是在10回合内守护己方据点的战斗。<br>通过击破敌方的据点或敌人等，可以提高通关时的分数。	修复	done
防衛戦では、アイリス4人と拠点で編成された特殊なパーティーで戦います。<br>使用するパーティーは出撃編成と奈落編成のパーティーの中から選択可能です。	在防卫战中，使用由4名爱丽丝和据点编成的特殊编队进行战斗。<br>可使用的编队可从出击编队和奈落编队中选择。	修复	done
敵チームのエネミーと拠点のHPが0になると、次のターンにさらに強くなって復活します。<br>繰り返しエネミーと拠点を倒して撃破数を伸ばしましょう。	当敌方队伍的敌人和据点的HP变为0时，会在下一回合变得更强并复活。<br>反复打倒敌人和据点来增加击破数吧。	修复	done
拠点の特徴	据点的特点	修复	done
拠点には状態異常や補助効果は付与できませんが、HPの回復は可能です。味方チームの拠点のHPが0になると防衛失敗で敗北となりますので、注意をしながら戦いましょう。	无法对据点赋予状态异常或辅助效果，但可以回复HP。如果己方队伍的据点HP变为0，则会防卫失败并败北，请注意战斗。	修复	done
10ターンのあいだ味方チームの拠点が壊されずに持ちこたえると防衛成功です。<br>エネミーと拠点の撃破数や、選択した難易度などをもとにスコアとグレードが決まります。	如果在10回合内己方队伍的据点未被破坏并坚持下来，则防卫成功。<br>分数和等级将根据敌人和据点的击破数、选择的难度等来决定。	修复	done
「ド派手なハロウィン！？　スライムからお菓子を取り戻せ」のあらすじです。	是「超华丽的万圣节！？　从史莱姆手中夺回点心」的剧情概要。	修复	done
イベント終了後にマスターレイドボスのレベルに応じて報酬を配布します。<br>イベント終了後に集計され、一定時間後に配布を行います。	活动结束后，将根据Master Raid Boss的等级发放报酬。<br>活动结束后进行统计，经过一定时间后发放。	修复	done
「復刻：チョコは恋愛魔術！？　愛情渦巻くチョコの塊」のあらすじです。	是「复刻：巧克力是恋爱魔术！？　爱情漩涡中的巧克力块」的剧情概要。	修复	done
「巨大化しちゃった流し雛！？　アイリスたちの厄払い」のあらすじです。	是「变巨大的流水雏人偶！？　爱丽丝们的驱邪」的剧情概要。	修复	done
「復刻：空飛ぶサッメと大バトル　海の家のヘルプに来ました！」のあらすじです。	是「复刻：与飞天鲨鱼的大激战　来海边小店帮忙啦！」的剧情概要。	修复	done
「冥界ナイトプール　癒しの光とカクテルパーティ」のあらすじです。	是「冥界夜间泳池　治愈之光与鸡尾酒派对」的剧情概要。	修复	done
協力イベント、防衛イベント<br>ミニゲーム「邪念撃墜！　清純ペアの滝行特訓」が開放されました。<br>イベントTOPに行ってみましょう！	协力活动、防卫活动<br>小游戏「邪念击坠！　清纯搭档的瀑布修行特训」已开放。<br>去活动TOP看看吧！	修复	done
ミッション報酬やショップ交換などイベント内で獲得できる特殊な新アイテム「魔響メガホン」を使ってレイドボス（分身）バトルを有利に進めよう！	使用可以在任务报酬、商店交换等活动内获得的特殊新道具「魔响大喇叭」，让Raid Boss（分身）战斗变得更有利吧！	修复	done
防衛戦ではアイリス4人と拠点で編成された特殊なパーティーで戦います。<br>使用するパーティーは出撃編成パーティーの中から選択可能です。	在防卫战中，使用由4名爱丽丝和据点编成的特殊编队进行战斗。<br>可使用的编队可从出击编队中选择。	修复	done
